og	gos
COG0556	GO:0035639,GO:0005488,GO:0003676,GO:0003677,GO:0043167,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:0004520,GO:0000166,GO:1901265,GO:0032549,GO:0017076,GO:0004536,GO:0005524,GO:0016787,GO:0016788,GO:0036094,GO:0003824,GO:0030554,GO:0004518,GO:0004519,GO:0009381,GO:0032559,GO:0097159,GO:0032555,GO:0032550,GO:0032553,GO:0017111,GO:0004386,GO:0016818,GO:0016817,GO:0016462,GO:0090305,GO:0050896,GO:0006950,GO:0009991,GO:0090304,GO:0034641,GO:0006807,GO:0009432,GO:0044699,GO:0006139,GO:0051716,GO:0044260,GO:0071704,GO:1901360,GO:0071496,GO:0006281,GO:0009987,GO:0006725,GO:0006289,GO:0006974,GO:0044763,GO:0008152,GO:0007154,GO:0046483,GO:0044238,GO:0031668,GO:0009605,GO:0044237,GO:0043170,GO:0033554,GO:0006259,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG2222	GO:0030246,GO:0005488,GO:0003824,GO:0016853,GO:0016740,GO:0008483,GO:0016769,GO:0070548,GO:0004360,GO:0016861,GO:0016860,GO:0016787,GO:0071704,GO:0008152,GO:0044238,GO:0005975
COG5021	GO:0003824,GO:0016874,GO:0004842,GO:0016881,GO:0019787,GO:0016879,GO:0005488,GO:0043167,GO:0046872,GO:0043169,GO:0016567,GO:0009987,GO:0008152,GO:0044237,GO:0071704,GO:0044260,GO:0044238,GO:0043170,GO:0019538,GO:0044267,GO:0006464,GO:0043412,GO:0036211,GO:0032446,GO:0070647,GO:0044699,GO:0065007,GO:0050789,GO:0050794,GO:0009056,GO:0044248,GO:0044257,GO:0043632,GO:0044265,GO:0006511,GO:0009057,GO:0006508,GO:0051603,GO:0019941,GO:0030163,GO:1901575,GO:0044763,GO:0050896,GO:0019222,GO:0042787,GO:0060255,GO:0080090,GO:0031323,GO:0048519,GO:0051716,GO:0019219,GO:0051171,GO:0048523,GO:0032501,GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0005737,GO:0043229,GO:0043226,GO:0043231,GO:0043227,GO:0005634
ENOG410XS6F	GO:0005488,GO:0016798,GO:0016787,GO:0015923,GO:0003824,GO:0004553,GO:0004559,GO:0015924,GO:0004571,GO:0043169,GO:0043167,GO:0005509,GO:0046872,GO:0008152,GO:0009987,GO:0071704,GO:0044238,GO:0044237,GO:0019538,GO:0044260,GO:0043170,GO:0044267,GO:1901575,GO:0044248,GO:0009056,GO:0030163,GO:0044265,GO:0051603,GO:0009057,GO:0006508,GO:0044257,GO:0010498,GO:0043161,GO:0043632,GO:0006511,GO:0019941,GO:0030433,GO:0016020,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044444,GO:0044424,GO:0005783,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044446,GO:0044422,GO:0044432,GO:0044425,GO:0031090,GO:0012505,GO:0005789,GO:0042175,GO:0031224,GO:0016021
COG1447	GO:0015291,GO:1901476,GO:0005402,GO:0015144,GO:0022804,GO:0015295,GO:0015294,GO:0005351,GO:0015293,GO:0051119,GO:0005215,GO:0008324,GO:0022891,GO:0022892,GO:0015075,GO:0022857,GO:0016740,GO:0003824,GO:0016772,GO:0008982,GO:0016773,GO:0051179,GO:0044699,GO:0008643,GO:0071702,GO:0006810,GO:0044765,GO:0051234,GO:0034219,GO:0015992,GO:0015672,GO:0006818,GO:0006812,GO:0006811,GO:0009401,GO:0034220,GO:0044763,GO:0055085,GO:0009987,GO:0008152,GO:0016020
COG1472	GO:0004553,GO:0003824,GO:0016787,GO:0016798,GO:0015926,GO:0008422,GO:0004563,GO:0015929,GO:0008152,GO:0071704,GO:0005975,GO:0044238,GO:0009987,GO:0043170,GO:0044237,GO:0044260,GO:0044699,GO:0044763,GO:0044464,GO:0005623
COG0318	GO:0003824,GO:0016874,GO:0016877,GO:0016878,GO:0015645,GO:0016405,GO:0004467,GO:0008756,GO:0016740,GO:0008152,GO:0001676,GO:0044710,GO:0009987,GO:0044237,GO:0071704,GO:0044281,GO:0043436,GO:0006082,GO:0019752,GO:0044238,GO:0032787,GO:0006629,GO:0044255,GO:0006631
COG0688	GO:0016829,GO:0016831,GO:0003824,GO:0016830,GO:0004609,GO:0005488,GO:0048037,GO:0008152,GO:0008654,GO:0009987,GO:0006629,GO:0044710,GO:0019637,GO:1901576,GO:0090407,GO:0044249,GO:0008610,GO:0006644,GO:0044255,GO:0071704,GO:0009058,GO:0044238,GO:0044237,GO:0006796,GO:0006793,GO:0046486,GO:0046474,GO:0006650,GO:0045017,GO:0046337,GO:0006646
COG1959	GO:0005488,GO:1901363,GO:0097159,GO:0003676,GO:0003677,GO:0001071,GO:0043566,GO:0003690,GO:0003700,GO:0043167,GO:0051540,GO:0051536,GO:0043169,GO:0046872,GO:0051537,GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:0080090,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0051252,GO:0006355,GO:0010556,GO:0008152,GO:0009987,GO:0044237,GO:0032774,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0034645,GO:1901362,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0010467,GO:0018130,GO:1901576,GO:0006725,GO:0009058,GO:0009059,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0043170,GO:0006351,GO:0019438
COG0016	GO:0004812,GO:0016874,GO:0003824,GO:0016875,GO:0016876,GO:0005488,GO:1901363,GO:0097159,GO:0000166,GO:0003676,GO:0043167,GO:0000049,GO:0003723,GO:0035639,GO:0001883,GO:0001882,GO:0043168,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0004826,GO:0046872,GO:0043169,GO:0000287,GO:0006418,GO:0043039,GO:0008152,GO:0009987,GO:0044260,GO:0044238,GO:0043170,GO:0071704,GO:0044237,GO:0046483,GO:0006807,GO:0034660,GO:1901360,GO:0016070,GO:0034641,GO:0006139,GO:0006725,GO:0090304,GO:0006399,GO:0006520,GO:0044281,GO:0044710,GO:0043436,GO:1901564,GO:0043038,GO:0006082,GO:0019752,GO:0006412,GO:0010467,GO:0019538,GO:0044267,GO:0044249,GO:0034645,GO:1901576,GO:0009058,GO:0009059,GO:0006432,GO:0034470,GO:0008033,GO:0006396,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0537	GO:0003824,GO:0016787,GO:0008152
COG0511	GO:0003824,GO:0016874,GO:0016885,GO:0016421,GO:0003989,GO:0005488,GO:1901363,GO:0097159,GO:0016829,GO:0043167,GO:0016830,GO:0016831,GO:0043168,GO:0036094,GO:0000166,GO:0035639,GO:0001883,GO:0001882,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0016879,GO:0004075,GO:0043169,GO:0046872,GO:0008948,GO:0008152,GO:0071704,GO:0009987,GO:0044238,GO:0044237,GO:0009058,GO:1901576,GO:0044710,GO:0044281,GO:0006629,GO:0044249,GO:0044255,GO:0006633,GO:0006631,GO:0043436,GO:0006082,GO:0019752,GO:0008610,GO:0044283,GO:0072330,GO:0044711,GO:0046394,GO:0016053,GO:0032787,GO:0044699,GO:0044765,GO:0051234,GO:0006810,GO:0051179,GO:0006812,GO:0006811,GO:0015672,GO:0006814,GO:0030001,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424,GO:0044444,GO:0009317,GO:0043234,GO:0032991
COG0143	GO:0004812,GO:0016874,GO:0003824,GO:0016875,GO:0016876,GO:0000166,GO:0035639,GO:0005488,GO:0043167,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0097159,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0004825,GO:0043169,GO:0046872,GO:0003676,GO:0000049,GO:0003723,GO:0006418,GO:0008152,GO:0006412,GO:0009987,GO:0019538,GO:0044267,GO:0044260,GO:0044249,GO:0034645,GO:0043170,GO:0071704,GO:0010467,GO:1901576,GO:0009058,GO:0009059,GO:0044238,GO:0044237,GO:0044281,GO:1901360,GO:0044710,GO:0043436,GO:0046483,GO:1901564,GO:0043038,GO:0043039,GO:0006807,GO:0034660,GO:0016070,GO:0034641,GO:0006139,GO:0006725,GO:0006082,GO:0019752,GO:0090304,GO:0006520,GO:0006399,GO:0006431,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0739	GO:0003824,GO:0008152,GO:0043170,GO:0071704,GO:0009987,GO:0044699,GO:0044763,GO:0009056,GO:0071840,GO:0044260,GO:0044237,GO:0071554,GO:0044036,GO:0016998,GO:0044248
COG1043	GO:0016740,GO:0003824,GO:0016746,GO:0008780,GO:0016747,GO:0008374,GO:0008152,GO:0071704,GO:1901576,GO:0044710,GO:0006629,GO:0009058,GO:0008610,GO:0044238,GO:0009987,GO:1901135,GO:0044237,GO:0006796,GO:0006793,GO:0019637,GO:0009311,GO:0009312,GO:0046493,GO:0044249,GO:1901269,GO:0006643,GO:0046467,GO:0006664,GO:0006644,GO:0009247,GO:0009245,GO:0044723,GO:0044255,GO:0090407,GO:0005975,GO:1901271,GO:0008654,GO:1901137,GO:0016051,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG2407	GO:0016853,GO:0003824,GO:0016861,GO:0016860,GO:0008736,GO:0043169,GO:0043167,GO:0005488,GO:0046872,GO:0046914,GO:0030145,GO:0008152,GO:0071704,GO:0044723,GO:0044238,GO:0005975,GO:0005996,GO:0006004,GO:0019318,GO:0046365,GO:1901575,GO:0009056,GO:0044724,GO:0016052,GO:0019320,GO:0019317,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0447	GO:0003824,GO:0016829,GO:0008935,GO:0016830,GO:0016833,GO:0008152,GO:0044249,GO:0044281,GO:0044283,GO:1901576,GO:0044710,GO:0044711,GO:1901663,GO:1901661,GO:0071704,GO:0009987,GO:0009058,GO:0042181,GO:0042180,GO:0044237,GO:0009234,GO:0009233
COG0744	GO:0003824,GO:0016740,GO:0005488,GO:1901363,GO:0097159,GO:0043167,GO:0043168,GO:0008144,GO:0033218,GO:0033293,GO:0008658,GO:0031406,GO:1901681,GO:0016757,GO:0016763,GO:0016787,GO:0008233,GO:0008955,GO:0016758,GO:0008152,GO:0044699,GO:0009987,GO:0044763,GO:0071704,GO:0044260,GO:0043170,GO:0044237,GO:0006807,GO:0071840,GO:1901564,GO:1901566,GO:0070589,GO:0030203,GO:0009252,GO:0044036,GO:0044038,GO:1901576,GO:0044710,GO:0042546,GO:0006022,GO:0006023,GO:0006024,GO:0044249,GO:0034645,GO:0009273,GO:1901137,GO:1901135,GO:0071554,GO:0000270,GO:0009058,GO:0009059,GO:0044085,GO:0050896,GO:0042221,GO:0046677,GO:0009636,GO:0008360,GO:0022604,GO:0022603,GO:0050789,GO:0065007,GO:0065008,GO:0050793,GO:0050794,GO:0051128,GO:0044464,GO:0005623,GO:0071944,GO:0016020,GO:0030312,GO:0005618,GO:0009274,GO:0031224,GO:0016021,GO:0044425,GO:0005886
COG1212	GO:0003824,GO:0016740,GO:0008690,GO:0016779,GO:0016772,GO:0070567,GO:0009103,GO:0009987,GO:0044710,GO:0044249,GO:1901576,GO:0008152,GO:1901137,GO:1901135,GO:0071704,GO:0009058,GO:0044238,GO:0044237,GO:0016051,GO:0033692,GO:0044264,GO:0044262,GO:0006629,GO:0044723,GO:0008653,GO:0034645,GO:0034637,GO:0044255,GO:0043170,GO:0000271,GO:0009059,GO:0008610,GO:0005975,GO:0044260,GO:0005976,GO:0044281,GO:0006725,GO:0006796,GO:0006793,GO:0009165,GO:1901362,GO:1901360,GO:0046483,GO:0019637,GO:0019438,GO:0006807,GO:0033468,GO:0033467,GO:0018130,GO:0090407,GO:0044271,GO:1901293,GO:0006753,GO:0034654,GO:0034641,GO:0006139,GO:0055086,GO:0009225,GO:0009226,GO:0009117,GO:0044283,GO:0044711,GO:0046400,GO:0043436,GO:0016053,GO:0046394,GO:0006082,GO:0005996,GO:0046364,GO:0019752,GO:0019294,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG5640	GO:0003824,GO:0008233,GO:0016787,GO:0008236,GO:0070011,GO:0017171,GO:0004175,GO:0004252,GO:0005488,GO:0043167,GO:0008152,GO:0071704,GO:0044238,GO:0043170,GO:0019538,GO:0006508,GO:0044699,GO:0065007,GO:0050896,GO:0050789,GO:0032501,GO:0044707,GO:0051179,GO:0006950,GO:0005576,GO:0016020,GO:0044464,GO:0005623
COG1473	GO:0016787,GO:0003824,GO:0016810,GO:0016811,GO:0047980,GO:0004046,GO:0008233,GO:0070011,GO:0008238,GO:0004180,GO:0050118,GO:0019213,GO:0008152
COG0207	GO:0008168,GO:0016740,GO:0004799,GO:0016741,GO:0003824,GO:0042083,GO:0016491,GO:0008152,GO:0009165,GO:0009987,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006725,GO:0071704,GO:0044238,GO:0044237,GO:1901576,GO:0044249,GO:0009058,GO:0044281,GO:0044710,GO:0006139,GO:1901362,GO:0019438,GO:0032259,GO:0018130,GO:0044271,GO:0055086,GO:1901564,GO:0019637,GO:0034654,GO:0090407,GO:1901293,GO:0006753,GO:1901137,GO:1901135,GO:0006796,GO:0006793,GO:1901566,GO:0009263,GO:0009262,GO:0072527,GO:0009117,GO:0009265,GO:0009394,GO:0046385,GO:0072528,GO:0019692,GO:0009219,GO:0009162,GO:0009157,GO:0009123,GO:0009124,GO:0006220,GO:0006221,GO:0009221,GO:0009177,GO:0009176,GO:0006231,GO:0009129,GO:0046073,GO:0009130,GO:0009211,GO:0009212,GO:0009202,GO:0009200,GO:0009148,GO:0009141,GO:0009142,GO:0009147,GO:0046075,GO:0006235,GO:0043436,GO:1901605,GO:0006082,GO:0019752,GO:0006520,GO:0055114,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG2243	GO:0008168,GO:0016740,GO:0016741,GO:0003824,GO:0008757,GO:0030788,GO:0016491,GO:0016628,GO:0016627,GO:0043115,GO:0043819,GO:0043781,GO:0032259,GO:0008152,GO:0044249,GO:0034641,GO:0006807,GO:1901362,GO:1901360,GO:1901576,GO:0044710,GO:0071704,GO:0033014,GO:0033013,GO:0018130,GO:0009987,GO:0006725,GO:0009058,GO:1901564,GO:0046483,GO:0044271,GO:1901566,GO:0044237,GO:0019438,GO:0009236,GO:0009235,GO:0044281,GO:0044283,GO:0044711,GO:0006767,GO:0006766,GO:0009110,GO:0042364,GO:0055114,GO:0006778,GO:0006779,GO:0051188,GO:0051186
COG0277	GO:0003824,GO:0016491,GO:0005488,GO:0043167,GO:0036094,GO:1901363,GO:0000166,GO:1901265,GO:0097159,GO:0043168,GO:0048037,GO:0050662,GO:0050660,GO:0016614,GO:0016616,GO:0008762,GO:0016899,GO:0051536,GO:0051540,GO:0003885,GO:0004457,GO:0016898,GO:0004458,GO:0008152,GO:0044710,GO:0055114,GO:0071704,GO:0009987,GO:0044237,GO:0016020,GO:0044464,GO:0005623
COG0479	GO:0016491,GO:0051536,GO:0005488,GO:0051540,GO:0003824,GO:0009055,GO:0051537,GO:0000104,GO:0016627,GO:0008177,GO:0016635,GO:0043169,GO:0043167,GO:0046872,GO:0051539,GO:0055114,GO:0008152,GO:0044710,GO:0009987,GO:0045333,GO:0006091,GO:0044237,GO:0015980,GO:0009060,GO:0006099,GO:0044238
COG0096	GO:0005198,GO:0003735,GO:0005488,GO:1901363,GO:0097159,GO:0003676,GO:0003723,GO:0019843,GO:0009987,GO:0008152,GO:0019538,GO:0044267,GO:0044260,GO:0044249,GO:0034645,GO:0043170,GO:0071704,GO:0010467,GO:1901576,GO:0009058,GO:0009059,GO:0044238,GO:0044237,GO:0006412,GO:0005737,GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0043229,GO:0043226,GO:0044444,GO:0005840,GO:0030529,GO:0043228,GO:0032991,GO:0043232
COG0104	GO:0046872,GO:0016874,GO:0004019,GO:0016879,GO:0003824,GO:0005488,GO:0000166,GO:1901363,GO:0043167,GO:0097159,GO:0035639,GO:0001883,GO:0001882,GO:0043168,GO:0032561,GO:1901265,GO:0032549,GO:0017076,GO:0005525,GO:0036094,GO:0019001,GO:0032555,GO:0032550,GO:0032553,GO:0043169,GO:0000287,GO:0006164,GO:0009987,GO:0008152,GO:0044710,GO:0044281,GO:0006807,GO:0071704,GO:0044238,GO:0044237,GO:1901360,GO:0046483,GO:0034641,GO:0006139,GO:0006725,GO:0055086,GO:1901564,GO:0072521,GO:0006163,GO:0019637,GO:0006753,GO:0009117,GO:0006796,GO:0006793,GO:1901362,GO:0019438,GO:1901576,GO:0018130,GO:0044271,GO:0044249,GO:0009058,GO:1901566,GO:0034654,GO:0072522,GO:0090407,GO:1901293,GO:0009165,GO:1901135,GO:0046128,GO:0042278,GO:0009116,GO:0009119,GO:1901657,GO:1901137,GO:0009163,GO:0042451,GO:0046129,GO:0042455,GO:1901659,GO:0006167,GO:0009259,GO:0009150,GO:0019693,GO:0009167,GO:0009161,GO:0009123,GO:0009126,GO:0009168,GO:0009156,GO:0009152,GO:0009260,GO:0046390,GO:0009127,GO:0009124,GO:0046033,GO:0044208,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG1064	GO:0016491,GO:0003824,GO:0046872,GO:0005488,GO:0008270,GO:0046914,GO:0043169,GO:0043167,GO:0016616,GO:0016614,GO:0048037,GO:0004022,GO:0008152,GO:0044710,GO:0055114
COG0563	GO:0003824,GO:0016301,GO:0016740,GO:0016772,GO:0019205,GO:0005488,GO:0000166,GO:1901363,GO:0097159,GO:1901265,GO:0036094,GO:0043167,GO:0032549,GO:0017076,GO:0005524,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0035639,GO:0043168,GO:0030554,GO:0001882,GO:0001883,GO:0019201,GO:0016776,GO:0004017,GO:0046872,GO:0043169,GO:0046914,GO:0008270,GO:0008152,GO:0009987,GO:0044237,GO:0006796,GO:0006793,GO:0016310,GO:0006139,GO:0071704,GO:1901360,GO:0006725,GO:0006807,GO:0044238,GO:0046483,GO:0034641,GO:0044710,GO:0044281,GO:0009117,GO:0055086,GO:0006753,GO:0019637,GO:0046939,GO:1901564,GO:0009116,GO:1901135,GO:1901657,GO:0009119,GO:0019693,GO:0009259,GO:0072521,GO:0006163,GO:0009161,GO:0009123,GO:0042278,GO:0046128,GO:0009150,GO:0009167,GO:0009126,GO:0009058,GO:0044249,GO:1901576,GO:0009165,GO:0018130,GO:1901362,GO:0044271,GO:1901566,GO:0019438,GO:0034654,GO:1901293,GO:0090407,GO:0009163,GO:1901137,GO:0042455,GO:1901659,GO:0009260,GO:0046390,GO:0009156,GO:0009124,GO:0072522,GO:0042451,GO:0046129,GO:0006164,GO:0009152,GO:0046033,GO:0009168,GO:0009127,GO:0043094,GO:0043173,GO:0043101,GO:0044209,GO:0006167,GO:0032261,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043229,GO:0043226
COG0519	GO:0003824,GO:0000166,GO:0035639,GO:0005488,GO:0043167,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0097159,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0016874,GO:0016879,GO:0003922,GO:0016884,GO:0016787,GO:0016818,GO:0016817,GO:0016462,GO:0016740,GO:0004066,GO:0008152,GO:0009987,GO:0071704,GO:0044238,GO:0044237,GO:0006807,GO:0044710,GO:1901564,GO:0006164,GO:0044281,GO:1901360,GO:0046483,GO:0034641,GO:0006139,GO:0006725,GO:0009165,GO:1901362,GO:0006177,GO:1901566,GO:0006163,GO:0019637,GO:0019438,GO:1901576,GO:0009259,GO:0018130,GO:0009152,GO:0009150,GO:0009260,GO:0034654,GO:0090407,GO:0044271,GO:0046390,GO:1901293,GO:0006753,GO:0044249,GO:0055086,GO:1901137,GO:1901135,GO:0019693,GO:0072521,GO:0072522,GO:0009058,GO:0009117,GO:0006796,GO:0006793,GO:0009167,GO:0009163,GO:0009161,GO:0042451,GO:0046037,GO:0046129,GO:0046128,GO:0042455,GO:1901070,GO:1901068,GO:0009168,GO:0009156,GO:0009123,GO:0009126,GO:0009127,GO:0009124,GO:0042278,GO:0009116,GO:0009119,GO:1901657,GO:1901659,GO:0043436,GO:1901605,GO:0006082,GO:0019752,GO:0006520,GO:0006541,GO:0009064,GO:0044711,GO:0043603,GO:0016053,GO:0044283,GO:0009067,GO:0009066,GO:0008652,GO:0046394,GO:1901607,GO:0043604,GO:0006529,GO:0006528,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0209	GO:0003824,GO:0016491,GO:0016725,GO:0016728,GO:0004748,GO:0005488,GO:0000166,GO:1901363,GO:1901265,GO:0036094,GO:0097159,GO:0043167,GO:0017076,GO:0035639,GO:0001883,GO:0043168,GO:0032549,GO:0001882,GO:0005524,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0031419,GO:0046906,GO:0019842,GO:0043169,GO:0046872,GO:0046914,GO:0050897,GO:0055114,GO:0008152,GO:0044710,GO:0009987,GO:1901360,GO:0046483,GO:0006807,GO:0006139,GO:0034641,GO:0006725,GO:0071704,GO:0044238,GO:0044237,GO:1901576,GO:0044249,GO:0009058,GO:0043170,GO:0090304,GO:0006260,GO:0044260,GO:0034645,GO:0009059,GO:0006259,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044444,GO:0043234,GO:0005971,GO:0032991
COG0564	GO:0003824,GO:0016853,GO:0016866,GO:0009982,GO:0003676,GO:1901363,GO:0097159,GO:0003723,GO:0005488,GO:0016829,GO:0008152,GO:0009451,GO:0009987,GO:0044237,GO:0071704,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0044238,GO:0044260,GO:0016070,GO:0006139,GO:0006725,GO:0043170,GO:0090304,GO:0043412,GO:0001522
COG2801	GO:0003676,GO:0005488,GO:1901363,GO:0097159,GO:0003824,GO:0016740,GO:0016779,GO:0003723,GO:0016772,GO:0034061,GO:0003964,GO:0043167,GO:0046872,GO:0043169,GO:0046914,GO:0008270,GO:0016787,GO:0003677,GO:0008152,GO:0071704,GO:0044238,GO:0009987,GO:0043170,GO:0044237,GO:0046483,GO:1901360,GO:0034641,GO:0006807,GO:0006139,GO:0006725,GO:0090304,GO:0044260,GO:0006259,GO:0015074,GO:0009058,GO:0009059,GO:1901576,GO:0044249,GO:0034645,GO:0006260,GO:0006278
COG0128	GO:0016765,GO:0003824,GO:0016740,GO:0003866,GO:0016491,GO:0016301,GO:0016772,GO:0005488,GO:1901363,GO:0000166,GO:0097159,GO:0043167,GO:1901265,GO:0036094,GO:0035639,GO:0001883,GO:0043168,GO:0032549,GO:0017076,GO:0001882,GO:0005524,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0008152,GO:0009987,GO:0044237,GO:0044710,GO:0044281,GO:0071704,GO:0019752,GO:0044249,GO:0044283,GO:1901576,GO:0044711,GO:0009058,GO:0043436,GO:0006082,GO:0046394,GO:0016053,GO:0009073,GO:0044238,GO:0006807,GO:1901360,GO:0006725,GO:0008652,GO:1901362,GO:0006520,GO:0009072,GO:1901564,GO:1901566,GO:0019438,GO:0043650,GO:0043648,GO:0009423,GO:0046417,GO:0055114,GO:0006793,GO:0016310,GO:0006796,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG4724	GO:0003824,GO:0016787,GO:0016798,GO:0033925,GO:0004553,GO:0008152,GO:0009987,GO:0044699,GO:0044763,GO:0007155,GO:0022610,GO:0071704,GO:0044238,GO:0005975,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424,GO:0016020,GO:0005576
COG0834	GO:0005215,GO:0006810,GO:0051234,GO:0051179,GO:0044699,GO:0008152,GO:0009987,GO:0044763,GO:0044464,GO:0005623,GO:0042597,GO:0071944,GO:0031975,GO:0030288,GO:0030313,GO:0030312,GO:0044462,GO:0016020,GO:0031224,GO:0016021,GO:0044425,GO:0005886
COG0569	GO:0008324,GO:0022857,GO:0005215,GO:0022891,GO:0022892,GO:0015075,GO:0022890,GO:0015077,GO:0046873,GO:0015079,GO:0071805,GO:0006813,GO:0044699,GO:0051179,GO:0006810,GO:0006812,GO:0006811,GO:0044765,GO:0051234,GO:0015672,GO:0030001,GO:0009987,GO:0034220,GO:0055085,GO:0044763,GO:0071804,GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0016021,GO:0044425,GO:0031224
COG0360	GO:0003735,GO:0005198,GO:0097159,GO:0019843,GO:0005488,GO:0003676,GO:1901363,GO:0003723,GO:0006412,GO:0009058,GO:0044249,GO:0034645,GO:0044267,GO:0044260,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009059,GO:0008152,GO:0044238,GO:0019538,GO:0044237,GO:0043170,GO:0044464,GO:0005623,GO:0043229,GO:0043226,GO:0005737,GO:0005622,GO:0044444,GO:0044424,GO:0030529,GO:0043228,GO:0032991,GO:0005840,GO:0043232
COG0250	GO:0019222,GO:0050789,GO:0065007,GO:0050794,GO:0031323,GO:0080090,GO:0060255,GO:2001141,GO:0009889,GO:0010556,GO:0051252,GO:0031326,GO:0010468,GO:0019219,GO:0051171,GO:0006355,GO:2000112,GO:0032784,GO:0006357,GO:0048522,GO:0048518,GO:0009893,GO:0031325,GO:0010604,GO:0009891,GO:0010557,GO:0051254,GO:0031328,GO:0045935,GO:0051173,GO:0032786,GO:0032968,GO:0034243,GO:0031564,GO:0051128,GO:0043244,GO:0031554,GO:0031555,GO:0008152,GO:0009987,GO:0010467,GO:0044260,GO:0043170,GO:0071704,GO:0044238,GO:0044237,GO:0044249,GO:0034645,GO:1901576,GO:0009058,GO:0009059,GO:1901360,GO:0046483,GO:0006807,GO:0016070,GO:0006351,GO:0034641,GO:0006139,GO:0006725,GO:0090304,GO:1901362,GO:0019438,GO:0018130,GO:0034654,GO:0044271,GO:0032774,GO:0006353,GO:0044464,GO:0005623
COG1488	GO:0016740,GO:0003824,GO:0016757,GO:0016763,GO:0004514,GO:0004516,GO:0008152,GO:0009987,GO:0044281,GO:1901360,GO:0044710,GO:1901564,GO:0046483,GO:0019637,GO:0006807,GO:0051186,GO:0006753,GO:0006732,GO:0006733,GO:0034641,GO:0006139,GO:0006725,GO:0055086,GO:0072524,GO:0071704,GO:0009117,GO:0044238,GO:0044237,GO:0006796,GO:0006793,GO:0019362,GO:0046496,GO:0019674,GO:0019363,GO:0009165,GO:1901362,GO:1901566,GO:0019438,GO:1901576,GO:0051188,GO:0018130,GO:0034654,GO:0090407,GO:0044271,GO:1901293,GO:0044249,GO:0009108,GO:0072525,GO:0009058,GO:0019359,GO:0009435,GO:0019357,GO:0046497,GO:0019358,GO:0043094,GO:0043173,GO:0019365,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
